T,AT,VT,AM,VM
518,104.6,-148.9876427,104.6,-148.9876427
519,104.8,-152.7207154,104.8,-152.7207154
520,105,-156.3927018,105,-156.3927018
521,105.2,-160.0021333,105.2,-160.0021333
522,105.4,-163.547566,105.4,-163.547566
523,105.6,-167.0275819,105.6,-167.0275819
524,105.8,-170.440789,105.8,-170.440789
525,106,-173.785822,106,-173.785822
526,106.2,-177.0613431,106.2,-177.0613431
527,106.4,-180.2660419,106.4,-180.2660419
528,106.6,-183.3986368,106.6,-183.3986368
529,106.8,-186.4578746,106.8,-186.4578746
530,107,-189.4425318,107,-189.4425318
531,107.2,-192.3514144,107.2,-192.3514144
532,107.4,-195.1833591,107.4,-195.1833591
533,107.6,-197.9372331,107.6,-197.9372331
534,107.8,-200.6119347,107.8,-200.6119347
535,108,-203.2063943,108,-203.2063943
536,108.2,-205.7195741,108.2,-205.7195741
537,108.4,-208.1504687,108.4,-208.1504687
538,108.6,-210.4981059,108.6,-210.4981059
539,108.8,-212.7615467,108.8,-212.7615467
540,109,-214.9398858,109,-214.9398858
541,109.2,-217.0322517,109.2,-217.0322517
542,109.4,-219.0378076,109.4,-219.0378076
543,109.6,-220.9557513,109.6,-220.9557513
544,109.8,-222.7853157,109.8,-222.7853157
545,110,-224.5257689,110,-224.5257689
546,110.2,-226.1764148,110.2,-226.1764148
547,110.4,-227.7365932,110.4,-227.7365932
548,110.6,-229.2056799,110.6,-229.2056799
549,110.8,-230.5830874,110.8,-230.5830874
550,111,-231.8682648,111,-231.8682648
551,111.2,-233.060698,111.2,-233.060698
552,111.4,-234.1599099,111.4,-234.1599099
553,111.6,-235.1654611,111.6,-235.1654611
554,111.8,-236.0769492,111.8,-236.0769492
555,112,-236.8940096,112,-236.8940096
556,112.2,-237.6163156,112.2,-237.6163156
557,112.4,-238.2435783,112.4,-238.2435783
558,112.6,-238.7755467,112.6,-238.7755467
559,112.8,-239.2120081,112.8,-239.2120081
560,113,-239.5527878,113,-239.5527878
561,113.2,-239.7977497,113.2,-239.7977497
562,113.4,-239.9467956,113.4,-239.9467956
563,113.6,-239.999866,113.6,-239.999866
564,113.8,-239.9569397,113.8,-239.9569397
565,114,-239.8180337,114,-239.8180337
566,114.2,-239.5832038,114.2,-239.5832038
567,114.4,-239.2525438,114.4,-239.2525438
568,114.6,-238.826186,114.6,-238.826186
569,114.8,-238.3043008,114.8,-238.3043008
570,115,-237.6870971,115,-237.6870971
571,115.2,-236.9748218,115.2,-236.9748218
572,115.4,-236.1677597,115.4,-236.1677597
573,115.6,-235.2662336,115.6,-235.2662336
574,115.8,-234.2706042,115.8,-234.2706042
575,116,-233.1812696,116,-233.1812696
576,116.2,-231.9986657,116.2,-231.9986657
577,116.4,-230.7232654,116.4,-230.7232654
578,116.6,-229.3555788,116.6,-229.3555788
579,116.8,-227.8961531,116.8,-227.8961531
580,117,-226.345572,117,-226.345572
581,117.2,-224.7044556,117.2,-224.7044556
582,117.4,-222.9734605,117.4,-222.9734605
583,117.6,-221.1532789,117.6,-221.1532789
584,117.8,-219.244639,117.8,-219.244639
585,118,-217.2483042,118,-217.2483042
586,118.2,-215.1650729,118.2,-215.1650729
587,118.4,-212.9957785,118.4,-212.9957785
588,118.6,-210.7412886,118.6,-210.7412886
589,118.8,-208.402505,118.8,-208.402505
590,119,-205.9803631,119,-205.9803631
591,119.2,-203.4758319,119.2,-203.4758319
592,119.4,-200.889913,119.4,-200.889913
593,119.6,-198.2236409,119.6,-198.2236409
594,119.8,-195.4780819,119.8,-195.4780819
595,120,-192.6543344,120,-192.6543344
596,120.2,-189.7535276,120.2,-189.7535276
597,120.4,-186.776822,120.4,-186.776822
598,120.6,-183.7254081,120.6,-183.7254081
599,120.8,-180.6005066,120.8,-180.6005066
600,121,-177.4033672,121,-177.4033672
601,121.2,-174.1352688,121.2,-174.1352688
602,121.4,-170.7975187,121.4,-170.7975187
603,121.6,-167.3914518,121.6,-167.3914518
604,121.8,-163.9184306,121.8,-163.9184306
605,122,-160.3798442,122,-160.3798442
606,122.2,-156.777108,122.2,-156.777108
607,122.4,-153.1116631,122.4,-153.1116631
608,122.6,-149.3849755,122.6,-149.3849755
609,122.8,-145.5985359,122.8,-145.5985359
610,123,-141.7538589,123,-141.7538589
611,123.2,-137.8524821,123.2,-137.8524821
612,123.4,-133.8959663,123.4,-133.8959663
613,123.6,-129.8858938,123.6,-129.8858938
614,123.8,-125.8238687,123.8,-125.8238687
615,124,-121.7115158,124,-121.7115158
616,124.2,-117.5504798,124.2,-117.5504798
617,124.4,-113.3424253,124.4,-113.3424253
618,124.6,-109.0890353,124.6,-109.0890353
619,124.8,-104.7920111,124.8,-104.7920111
620,125,-100.4530715,125,-100.4530715
621,125.2,-96.07395201,125.2,-96.07395201
622,125.4,-91.65640423,125.4,-91.65640423
623,125.6,-87.20219511,125.6,-87.20219511
624,125.8,-82.71310627,125.8,-82.71310627
625,126,-78.1909333,126,-78.1909333
626,126.2,-73.63748499,126.2,-73.63748499
627,126.4,-69.05458268,126.4,-69.05458268
628,126.6,-64.44405945,126.6,-64.44405945
629,126.8,-59.80775946,126.8,-59.80775946
630,127,-55.14753716,127,-55.14753716
631,127.2,-50.46525658,127.2,-50.46525658
632,127.4,-45.76279057,127.4,-45.76279057
633,127.6,-41.04202005,127.6,-41.04202005
634,127.8,-36.30483328,127.8,-36.30483328
635,128,-31.55312505,128,-31.55312505
636,128.2,-26.78879599,128.2,-26.78879599
637,128.4,-22.01375178,128.4,-22.01375178
638,128.6,-17.22990236,128.6,-17.22990236
639,128.8,-12.4391612,128.8,-12.4391612
640,129,-7.643444548,129,-7.643444548
641,129.2,-2.844670619,129.2,-2.844670619
642,129.4,1.95524114,129.4,1.95524114
643,129.6,6.754370829,129.6,6.754370829
644,129.8,11.55079886,129.8,11.55079886
645,130,16.34260672,130,16.34260672
646,130.2,21.12787776,130.2,21.12787776
647,130.4,25.90469794,130.4,25.90469794
648,130.6,30.67115657,130.6,30.67115657
649,130.8,35.42534716,130.8,35.42534716
650,131,40.16536807,131,40.16536807
651,131.2,44.88932338,131.2,44.88932338
652,131.4,49.59532355,131.4,49.59532355
653,131.6,54.28148626,131.6,54.28148626
654,131.8,58.94593709,131.8,58.94593709
655,132,63.58681034,132,63.58681034
656,132.2,68.20224971,132.2,68.20224971
657,132.4,72.79040909,132.4,72.79040909
658,132.6,77.34945328,132.6,77.34945328
659,132.8,81.87755871,132.8,81.87755871
660,133,86.37291422,133,86.37291422
661,133.2,90.83372171,133.2,90.83372171
662,133.4,95.25819692,133.4,95.25819692
663,133.6,99.64457013,133.6,99.64457013
664,133.8,103.9910868,133.8,103.9910868
665,134,108.2960085,134,108.2960085
666,134.2,112.5576132,134.2,112.5576132
667,134.4,116.7741963,134.4,116.7741963
668,134.6,120.9440714,134.6,120.9440714
669,134.8,125.0655704,134.8,125.0655704
670,135,129.1370448,135,129.1370448
671,135.2,133.1568662,135.2,133.1568662
672,135.4,137.1234266,135.4,137.1234266
673,135.6,141.0351394,135.6,141.0351394
674,135.8,144.8904401,135.8,144.8904401
675,136,148.6877865,136,148.6877865
676,136.2,152.4256598,136.2,152.4256598
677,136.4,156.1025649,136.4,156.1025649
678,136.6,159.717031,136.6,159.717031
679,136.8,163.2676124,136.8,163.2676124
680,137,166.752889,137,166.752889
681,137.2,170.1714666,137.2,170.1714666
682,137.4,173.5219779,137.4,173.5219779
683,137.6,176.8030828,137.6,176.8030828
684,137.8,180.0134687,137.8,180.0134687
685,138,183.1518517,138,183.1518517
686,138.2,186.2169764,138.2,186.2169764
687,138.4,189.2076168,138.4,189.2076168
688,138.6,192.1225766,138.6,192.1225766
689,138.8,194.96069,138.8,194.96069
690,139,197.7208217,139,197.7208217
691,139.2,200.4018677,139.2,200.4018677
692,139.4,203.0027556,139.4,203.0027556
693,139.6,205.5224452,139.6,205.5224452
694,139.8,207.9599285,139.8,207.9599285
695,140,210.3142306,140,210.3142306
696,140.2,212.5844098,140.2,212.5844098
697,140.4,214.7695581,140.4,214.7695581
698,140.6,216.8688014,140.6,216.8688014
699,140.8,218.8813001,140.8,218.8813001
700,141,220.8062492,141,220.8062492
701,141.2,222.6428787,141.2,222.6428787
702,141.4,224.3904541,141.4,224.3904541
703,141.6,226.0482762,141.6,226.0482762
704,141.8,227.6156821,141.8,227.6156821
705,142,229.0920447,142,229.0920447
706,142.2,230.4767736,142.2,230.4767736
707,142.4,231.7693148,142.4,231.7693148
708,142.6,232.9691514,142.6,232.9691514
709,142.8,234.0758034,142.8,234.0758034
710,143,235.0888283,143,235.0888283
711,143.2,236.0078207,143.2,236.0078207
712,143.4,236.8324132,143.4,236.8324132
713,143.6,237.5622758,143.6,237.5622758
714,143.8,238.1971167,143.8,238.1971167
715,144,238.736682,144,238.736682
716,144.2,239.1807557,144.2,239.1807557
717,144.4,239.5291604,144.4,239.5291604
718,144.6,239.7817565,144.6,239.7817565
719,144.8,239.9384432,144.8,239.9384432
720,145,239.9991577,145,239.9991577
721,145.2,239.9638757,145.2,239.9638757
722,145.4,239.8326114,145.4,239.8326114
723,145.6,239.6054172,145.6,239.6054172
724,145.8,239.282384,145.8,239.282384
725,146,238.8636411,146,238.8636411
726,146.2,238.3493559,146.2,238.3493559
727,146.4,237.7397342,146.4,237.7397342
728,146.6,237.0350197,146.6,237.0350197
729,146.8,236.2354944,146.8,236.2354944
730,147,235.341478,147,235.341478
731,147.2,234.3533282,147.2,234.3533282
732,147.4,233.2714402,147.4,233.2714402
733,147.6,232.0962467,147.6,232.0962467
734,147.8,230.8282178,147.8,230.8282178
735,148,229.4678607,148,229.4678607
736,148.2,228.0157195,148.2,228.0157195
737,148.4,226.472375,148.4,226.472375
738,148.6,224.8384447,148.6,224.8384447
739,148.8,223.1145819,148.8,223.1145819
740,149,221.3014763,149,221.3014763
741,149.2,219.3998531,149.2,219.3998531
742,149.4,217.4104728,149.4,217.4104728
743,149.6,215.3341312,149.6,215.3341312
744,149.8,213.1716589,149.8,213.1716589
745,150,210.9239207,150,210.9239207
746,150.2,208.5918158,150.2,208.5918158
747,150.4,206.176277,150.4,206.176277
748,150.6,203.6782703,150.6,203.6782703
749,150.8,201.0987951,150.8,201.0987951
750,151,198.4388831,151,198.4388831
751,151.2,195.6995981,151.2,195.6995981
752,151.4,192.8820359,151.4,192.8820359
753,151.6,189.9873235,151.6,189.9873235
754,151.8,187.0166187,151.8,187.0166187
755,152,183.9711097,152,183.9711097
756,152.2,180.8520147,152.2,180.8520147
757,152.4,177.6605814,152.4,177.6605814
758,152.6,174.3980861,152.6,174.3980861
759,152.8,171.065834,152.8,171.065834
760,153,167.6651578,153,167.6651578
761,153.2,164.1974178,153.2,164.1974178
762,153.4,160.664001,153.4,160.664001
763,153.6,157.0663207,153.6,157.0663207
764,153.8,153.405816,153.8,153.405816
765,154,149.6839511,154,149.6839511
766,154.2,145.9022145,154.2,145.9022145
767,154.4,142.062119,154.4,142.062119
768,154.6,138.1652006,154.6,138.1652006
769,154.8,134.2130179,154.8,134.2130179
770,155,130.2071518,155,130.2071518
771,155.2,126.1492045,155.2,126.1492045
772,155.4,122.0407993,155.4,122.0407993
773,155.6,117.8835794,155.6,117.8835794
774,155.8,113.6792076,155.8,113.6792076
775,156,109.4293657,156,109.4293657
776,156.2,105.1357534,156.2,105.1357534
777,156.4,100.8000883,156.4,100.8000883
778,156.6,96.42410445,156.6,96.42410445
779,156.8,92.00955227,156.8,92.00955227
780,157,87.55819749,157,87.55819749
781,157.2,83.0718206,157.2,83.0718206
782,157.4,78.55221609,157.4,78.55221609
783,157.6,74.00119174,157.6,74.00119174
784,157.8,69.4205679,157.8,69.4205679
785,158,64.81217676,158,64.81217676
786,158.2,60.17786161,158.2,60.17786161
787,158.4,55.51947612,158.4,55.51947612
788,158.6,50.83888359,158.6,50.83888359
789,158.8,46.13795617,158.8,46.13795617
790,159,41.41857419,159,41.41857419
791,159.2,36.68262533,159.2,36.68262533
792,159.4,31.93200391,159.4,31.93200391
793,159.6,27.16861011,159.6,27.16861011
794,159.8,22.39434923,159.8,22.39434923
795,160,17.61113091,160,17.61113091
796,160.2,12.82086837,160.2,12.82086837
797,160.4,8.025477659,160.4,8.025477659
798,160.6,3.226876861,160.6,3.226876861
799,160.8,-1.573014645,160.8,-1.573014645
800,161,-6.372276966,161,-6.372276966
801,161.2,-11.16899046,161.2,-11.16899046
802,161.4,-15.96123651,161.4,-15.96123651
803,161.6,-20.74709827,161.6,-20.74709827
804,161.8,-25.52466148,161.8,-25.52466148
805,162,-30.29201516,162,-30.29201516
806,162.2,-35.04725243,162.2,-35.04725243
807,162.4,-39.78847128,162.4,-39.78847128
808,162.6,-44.51377526,162.6,-44.51377526
809,162.8,-49.22127433,162.8,-49.22127433
810,163,-53.90908554,163,-53.90908554
811,163.2,-58.57533384,163.2,-58.57533384
812,163.4,-63.21815279,163.4,-63.21815279
813,163.6,-67.83568532,163.6,-67.83568532
814,163.8,-72.42608448,163.8,-72.42608448
815,164,-76.98751417,164,-76.98751417
816,164.2,-81.51814988,164.2,-81.51814988
817,164.4,-86.01617942,164.4,-86.01617942
818,164.6,-90.47980363,164.6,-90.47980363
819,164.8,-94.90723713,164.8,-94.90723713
820,165,-99.296709,165,-99.296709
821,165.2,-103.6464635,165.2,-103.6464635
822,165.4,-107.9547608,165.4,-107.9547608
823,165.6,-112.2198777,165.6,-112.2198777
824,165.8,-116.440108,165.8,-116.440108
825,166,-120.6137639,166,-120.6137639
826,166.2,-124.7391759,166.2,-124.7391759
827,166.4,-128.8146939,166.4,-128.8146939
828,166.6,-132.8386878,166.6,-132.8386878
829,166.8,-136.8095479,166.8,-136.8095479
830,167,-140.725686,167,-140.725686
831,167.2,-144.5855358,167.2,-144.5855358
832,167.4,-148.3875532,167.4,-148.3875532
833,167.6,-152.1302176,167.6,-152.1302176
834,167.8,-155.812032,167.8,-155.812032
835,168,-159.4315236,168,-159.4315236
836,168.2,-162.9872447,168.2,-162.9872447
837,168.4,-166.4777731,168.4,-166.4777731
838,168.6,-169.9017126,168.6,-169.9017126
839,168.8,-173.2576937,168.8,-173.2576937
840,169,-176.544374,169,-176.544374
841,169.2,-179.760439,169.2,-179.760439
842,169.4,-182.9046021,169.4,-182.9046021
843,169.6,-185.9756059,169.6,-185.9756059
844,169.8,-188.9722218,169.8,-188.9722218
845,170,-191.8932515,170,-191.8932515
846,170.2,-194.7375263,170.2,-194.7375263
847,170.4,-197.5039088,170.4,-197.5039088
848,170.6,-200.1912923,170.6,-200.1912923
849,170.8,-202.798602,170.8,-202.798602
850,171,-205.324795,171,-205.324795
851,171.2,-207.7688607,171.2,-207.7688607
852,171.4,-210.1298217,171.4,-210.1298217
853,171.6,-212.4067336,171.6,-212.4067336
854,171.8,-214.5986856,171.8,-214.5986856
855,172,-216.704801,172,-216.704801
856,172.2,-218.7242373,172.2,-218.7242373
857,172.4,-220.6561869,172.4,-220.6561869
858,172.6,-222.499877,172.6,-222.499877
859,172.8,-224.25457,172.8,-224.25457
860,173,-225.9195642,173,-225.9195642
861,173.2,-227.4941937,173.2,-227.4941937
862,173.4,-228.9778284,173.4,-228.9778284
863,173.6,-230.3698751,173.6,-230.3698751
864,173.8,-231.6697769,173.8,-231.6697769
865,174,-232.8770139,174,-232.8770139
866,174.2,-233.9911032,174.2,-233.9911032
867,174.4,-235.0115992,174.4,-235.0115992
868,174.6,-235.9380936,174.6,-235.9380936
869,174.8,-236.770216,174.8,-236.770216
870,175,-237.5076334,175,-237.5076334
871,175.2,-238.150051,175.2,-238.150051
872,175.4,-238.6972117,175.4,-238.6972117
873,175.6,-239.1488967,175.6,-239.1488967
874,175.8,-239.5049253,175.8,-239.5049253
875,176,-239.7651552,176,-239.7651552
876,176.2,-239.9294822,176.2,-239.9294822
877,176.4,-239.9978406,176.4,-239.9978406
878,176.6,-239.9702031,176.6,-239.9702031
879,176.8,-239.8465806,176.8,-239.8465806
880,177,-239.6270228,177,-239.6270228
881,177.2,-239.3116173,177.2,-239.3116173
882,177.4,-238.9004904,177.4,-238.9004904
883,177.6,-238.3938065,177.6,-238.3938065
884,177.8,-237.7917682,177.8,-237.7917682
885,178,-237.0946164,178,-237.0946164
886,178.2,-236.3026299,178.2,-236.3026299
887,178.4,-235.4161255,178.4,-235.4161255
888,178.6,-234.4354578,178.6,-234.4354578
889,178.8,-233.361019,178.8,-233.361019
890,179,-232.1932389,179,-232.1932389
891,179.2,-230.9325847,179.2,-230.9325847
892,179.4,-229.5795604,179.4,-229.5795604
893,179.6,-228.1347075,179.6,-228.1347075
894,179.8,-226.5986036,179.8,-226.5986036
895,180,-224.9718634,180,-224.9718634
896,180.2,-223.2551374,180.2,-223.2551374
897,180.4,-221.4491123,180.4,-221.4491123
898,180.6,-219.5545106,180.6,-219.5545106
899,180.8,-217.5720899,180.8,-217.5720899
900,181,-215.5026434,181,-215.5026434
901,181.2,-213.3469986,181.2,-213.3469986
902,181.4,-211.1060179,181.4,-211.1060179
903,181.6,-208.7805976,181.6,-208.7805976
904,181.8,-206.3716678,181.8,-206.3716678
905,182,-203.8801922,182,-203.8801922
906,182.2,-201.3071671,182.2,-201.3071671
907,182.4,-198.6536219,182.4,-198.6536219
908,182.6,-195.9206179,182.6,-195.9206179
909,182.8,-193.1092482,182.8,-193.1092482
910,183,-190.2206375,183,-190.2206375
911,183.2,-187.255941,183.2,-187.255941
912,183.4,-184.2163446,183.4,-184.2163446
913,183.6,-181.1030641,183.6,-181.1030641
914,183.8,-177.9173449,183.8,-177.9173449
915,184,-174.660461,184,-174.660461
916,184.2,-171.3337153,184.2,-171.3337153
917,184.4,-167.9384385,184.4,-167.9384385
918,184.6,-164.4759884,184.6,-164.4759884
919,184.8,-160.9477502,184.8,-160.9477502
920,185,-157.355135,185,-157.355135
921,185.2,-153.6995799,185.2,-153.6995799
922,185.4,-149.982547,185.4,-149.982547
923,185.6,-146.205523,185.6,-146.205523
924,185.8,-142.3700188,185.8,-142.3700188
925,186,-138.4775685,186,-138.4775685
926,186.2,-134.529729,186.2,-134.529729
927,186.4,-130.5280794,186.4,-130.5280794
928,186.6,-126.4742203,186.6,-126.4742203
929,186.8,-122.3697733,186.8,-122.3697733
930,187,-118.2163799,187,-118.2163799
931,187.2,-114.0157016,187.2,-114.0157016
932,187.4,-109.7694185,187.4,-109.7694185
933,187.6,-105.4792291,187.6,-105.4792291
934,187.8,-101.1468494,187.8,-101.1468494
935,188,-96.77401232,188,-96.77401232
936,188.2,-92.36246692,188.2,-92.36246692
937,188.4,-87.91397778,188.4,-87.91397778
938,188.6,-83.43032421,188.6,-83.43032421
939,188.8,-78.91329963,188.8,-78.91329963
940,189,-74.36471078,189,-74.36471078
941,189.2,-69.78637704,189.2,-69.78637704
942,189.4,-65.18012968,189.4,-65.18012968
943,189.6,-60.54781113,189.6,-60.54781113
944,189.8,-55.89127427,189.8,-55.89127427
945,190,-51.21238164,190,-51.21238164
946,190.2,-46.51300474,190.2,-46.51300474
947,190.4,-41.79502326,190.4,-41.79502326
948,190.6,-37.06032433,190.6,-37.06032433
949,190.8,-32.31080176,190.8,-32.31080176
950,191,-27.54835531,191,-27.54835531
951,191.2,-22.77488988,191.2,-22.77488988
952,191.4,-17.99231479,191.4,-17.99231479
953,191.6,-13.20254302,191.6,-13.20254302
954,191.8,-8.407490412,191.8,-8.407490412
955,192,-3.609074917,192,-3.609074917
956,192.2,1.19078416,192.2,1.19078416
957,192.4,5.990166939,192.4,5.990166939
958,192.6,10.78715373,192.6,10.78715373
959,192.8,15.57982581,192.8,15.57982581
960,193,20.36626616,193,20.36626616
961,193.2,25.14456028,193.2,25.14456028
962,193.4,29.9127969,193.4,29.9127969
963,193.6,34.66906881,193.6,34.66906881
964,193.8,39.41147355,193.8,39.41147355
965,194,44.13811423,194,44.13811423
966,194.2,48.84710026,194.2,48.84710026
967,194.4,53.53654809,194.4,53.53654809
968,194.6,58.20458202,194.6,58.20458202
969,194.8,62.84933489,194.8,62.84933489
970,195,67.46894886,195,67.46894886
971,195.2,72.06157616,195.2,72.06157616
972,195.4,76.62537978,195.4,76.62537978
973,195.6,81.15853428,195.6,81.15853428
974,195.8,85.65922644,195.8,85.65922644
975,196,90.12565606,196,90.12565606
976,196.2,94.55603661,196.2,94.55603661
977,196.4,98.94859601,196.4,98.94859601
978,196.6,103.3015773,196.6,103.3015773
979,196.8,107.6132393,196.8,107.6132393
980,197,111.8818575,197,111.8818575
981,197.2,116.1057244,197.2,116.1057244
982,197.4,120.2831506,197.4,120.2831506
983,197.6,124.4124651,197.6,124.4124651
984,197.8,128.4920163,197.8,128.4920163
985,198,132.5201724,198,132.5201724
986,198.2,136.4953222,198.2,136.4953222
987,198.4,140.4158757,198.4,140.4158757
988,198.6,144.2802647,198.6,144.2802647
989,198.8,148.0869435,198.8,148.0869435
990,199,151.8343895,199,151.8343895
991,199.2,155.5211038,199.2,155.5211038
992,199.4,159.1456117,199.4,159.1456117
993,199.6,162.7064635,199.6,162.7064635
994,199.8,166.2022349,199.8,166.2022349
995,200,169.6315276,200,169.6315276
996,200.2,172.99297,200.2,172.99297
997,200.4,176.2852175,200.4,176.2852175
998,200.6,179.5069532,200.6,179.5069532
999,200.8,182.6568885,200.8,182.6568885
1000,201,185.7337636,201,185.7337636
